model,fold,train_end,horizon_days,rmse,mae,mape_pct,mase,nmae,nrmse,pcc,n_samples,best_val_loss,n_params,n_epochs,train_time_s
cmat_ntl,1,2015-01-01,135,2252.4342026877043,1881.21972899176,13.954626782274095,2.5909803097695927,0.1437257330416003,0.1720866265222337,0.1734982552670019,3216,0.0341923926264429,1637400,9,55.58801531791687
cmat_ntl,0,2014-01-01,150,2105.933886407844,1791.1563271120156,14.524109563014148,2.4607009161921023,0.1374011331223331,0.1615479888010136,0.2215367381410781,3432,0.038310586457525,1637544,7,36.01498317718506
cmat_ntl,5,2019-01-01,120,3781.9521832152577,3253.0140087416908,28.68535389835013,4.615385417130415,0.2551132265925567,0.2965944879690254,0.2564461487637483,2783,0.0287806338233434,2427232,6,72.83633065223694
cmat_ntl,10,2024-01-01,90,2275.292021709753,1863.2207371911336,12.689324231910328,2.3549653098389194,0.1303801332286373,0.1592151004994647,0.0359364701645421,2064,0.0197395084371023,2427232,6,108.17590618133544
cmat_ntl,2,2016-01-01,135,2292.365617656784,1909.3573820958684,13.885057829678088,2.4760874001335056,0.1429041344783777,0.1715700410887176,0.1560771274374486,3216,0.0407277839802151,1637400,6,48.922035932540894
cmat_ntl,1,2015-01-01,150,2029.4891732110216,1723.7833994618663,13.525946930659064,2.361688867997347,0.1329331355617335,0.1565082709740409,0.2811940763565214,3432,0.0326221191556258,1637544,6,43.26305770874024
cmat_ntl,5,2019-01-01,105,2433.186569188327,2098.9315594127243,17.67811459811809,2.915849791174661,0.1611357244224671,0.1867966007385584,0.0847151482745592,2423,0.0246943203213442,2427232,8,169.14185976982117
cmat_ntl,2,2016-01-01,150,2092.7580862119235,1768.0354843317489,13.802360712665426,2.228663142236399,0.1330115555894765,0.1574408494548477,0.1163139063794098,3432,0.0305584398167276,1637544,6,57.26234459877014
cmat_ntl,3,2017-01-01,135,2398.592720375215,1942.3326747002293,13.36114341095033,2.535726937244152,0.1423365218377131,0.1757718178613031,0.1578709999316498,3216,0.0423455089910617,1637400,7,71.39566278457642
cmat_ntl,0,2014-01-01,165,2086.3862568788268,1795.8286831783614,14.515995394072014,2.472203280557831,0.1382168045885931,0.1605797057729175,0.2276224303949187,3912,0.0367573603609024,425520,7,30.01926827430725
cmat_ntl,6,2020-01-01,120,2885.3634761801736,2467.237246262184,21.829247488461,3.38711206118971,0.1958789351081047,0.2290748187958945,0.1552268164797626,2783,0.0532975110417122,2427232,8,110.99131798744202
cmat_ntl,1,2015-01-01,165,2072.708958006489,1760.56173762222,14.010736617444325,2.403628914024698,0.1357731670610542,0.1598457206075809,0.1437724932227208,3912,0.0341086365801074,425520,6,36.27095818519592
cmat_ntl,3,2017-01-01,150,2642.0615385273145,2194.7122307624018,17.967324386915223,2.882094245327899,0.1618329128148285,0.1948193975605503,0.2709986932036463,3432,0.0434836135920981,1637544,6,71.17073011398315
cmat_ntl,4,2018-01-01,135,2045.3031161511617,1714.0406314982704,12.638678601222212,2.2444709505324894,0.1273430971041168,0.1519539435303363,0.1773653700505831,3216,0.0329630744861841,1637400,7,85.310861825943
cmat_ntl,2,2016-01-01,165,2295.521432979343,1896.8336154181045,13.690751320120794,2.415127570346958,0.1431639351984193,0.173254986102299,0.205810312215643,3912,0.0357539305163226,425520,6,48.46609926223755
cmat_ntl,7,2021-01-01,120,2417.3551340025774,2031.0931003034607,19.08601290549407,2.524743231670736,0.168702657381822,0.2007855941615353,0.2201130479140479,2783,0.0320207954192643,2427232,6,94.26077580451964
cmat_ntl,4,2018-01-01,150,2093.8882528853146,1768.4988339297422,14.159987169212451,2.31874009784536,0.1332287593102505,0.1577417687329394,0.2099931873452732,3432,0.0319406229372527,1637544,6,85.07260227203369
cmat_ntl,3,2017-01-01,165,2076.957922828736,1743.3390731343463,13.826206068489228,2.2528506926784253,0.1291436688306789,0.1538576002193343,0.1232947652781067,3912,0.0436798204350602,425520,7,70.30527019500732
cmat_ntl,6,2020-01-01,105,2216.224063929522,1904.36944612825,16.06867938964808,2.654637046445382,0.1480723396734336,0.1723202832590024,0.1980717892450831,2423,0.0404324127850807,2427232,9,195.53598856925964
cmat_ntl,5,2019-01-01,135,2268.2355085553686,1974.660774081454,16.792777786824995,2.8510346286960946,0.1569495473802522,0.1802833889710398,0.1523308020445025,3215,0.0390156745337522,1637400,8,113.05492401123048
